age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
25,services,single,secondary,2,cellular,jul,1,unknown,0,7
55,entrepreneur,married,tertiary,22,cellular,jul,1,unknown,0,7
32,blue-collar,single,secondary,-197,cellular,jul,1,unknown,0,7
25,admin.,single,secondary,0,cellular,jul,3,unknown,0,7
28,admin.,single,secondary,144,cellular,jul,1,unknown,0,7
34,blue-collar,married,primary,-480,cellular,jul,1,unknown,0,7
26,management,single,tertiary,350,cellular,jul,1,unknown,0,7
56,blue-collar,married,primary,175,cellular,jul,1,unknown,0,7
26,self-employed,single,secondary,551,cellular,jul,1,unknown,1,7
33,admin.,single,tertiary,621,cellular,jul,1,unknown,0,7
55,retired,married,tertiary,197,cellular,jul,1,unknown,0,7
25,technician,single,secondary,0,cellular,jul,1,unknown,1,7
38,admin.,married,secondary,-14,cellular,jul,1,unknown,0,7
27,services,single,secondary,87,cellular,jul,1,unknown,0,7
58,retired,married,unknown,-230,cellular,jul,2,unknown,0,7
25,blue-collar,married,secondary,101,cellular,jul,3,unknown,1,7
42,blue-collar,married,primary,1556,cellular,jul,1,unknown,0,7
40,services,married,primary,-45,cellular,jul,1,unknown,0,7
30,technician,married,secondary,139,cellular,jul,2,unknown,0,7
26,services,single,secondary,-90,cellular,jul,1,unknown,0,7
58,technician,married,unknown,-509,cellular,jul,1,unknown,0,7
59,retired,divorced,primary,830,cellular,jul,1,unknown,0,7
48,management,single,secondary,1106,cellular,jul,1,unknown,0,7
59,services,divorced,secondary,136,telephone,jul,1,unknown,0,7
34,admin.,single,tertiary,-199,cellular,jul,1,unknown,0,7
53,technician,divorced,primary,-834,cellular,jul,1,unknown,0,7
42,unemployed,married,secondary,-283,cellular,jul,2,unknown,0,7
25,technician,single,secondary,218,cellular,jul,1,unknown,0,7
25,management,single,secondary,1923,cellular,jul,1,unknown,0,7
28,admin.,single,unknown,2736,cellular,jul,1,unknown,1,7
41,admin.,single,secondary,26,cellular,jul,1,unknown,0,7
45,services,single,secondary,-688,cellular,jul,1,unknown,0,7
29,blue-collar,married,primary,50,cellular,jul,2,unknown,0,7
25,management,single,unknown,314,cellular,jul,1,unknown,0,7
51,technician,married,secondary,564,cellular,jul,2,unknown,0,7
26,management,single,tertiary,33,cellular,jul,1,unknown,0,7
27,entrepreneur,single,unknown,1007,cellular,jul,1,unknown,0,7
39,services,married,secondary,87,cellular,jul,1,unknown,0,7
30,student,single,unknown,-145,cellular,jul,1,unknown,0,7
25,self-employed,single,tertiary,-44,cellular,jul,1,unknown,0,7
29,management,married,tertiary,0,cellular,jul,2,unknown,0,7
39,technician,married,secondary,130,cellular,jul,2,unknown,0,7
27,management,single,tertiary,0,cellular,jul,1,unknown,0,7
28,housemaid,married,secondary,1294,cellular,jul,2,unknown,0,7
38,admin.,married,secondary,338,cellular,jul,1,unknown,0,7
60,retired,married,primary,280,telephone,jul,1,unknown,0,7
26,services,single,secondary,74,cellular,jul,1,unknown,0,7
42,unemployed,divorced,secondary,2699,cellular,jul,2,unknown,0,7
51,management,married,tertiary,3604,telephone,jul,1,unknown,0,7
30,blue-collar,married,secondary,1177,cellular,jul,2,unknown,0,7
25,technician,single,secondary,102,cellular,jul,2,unknown,1,7
42,admin.,married,secondary,-150,cellular,jul,3,unknown,0,7
28,blue-collar,married,secondary,2322,cellular,jul,4,unknown,0,7
33,admin.,single,secondary,1248,cellular,jul,1,unknown,0,7
54,management,married,tertiary,3,cellular,jul,1,unknown,0,7
42,management,married,tertiary,478,cellular,jul,1,unknown,0,7
44,technician,divorced,secondary,26,telephone,jul,1,unknown,0,7
31,blue-collar,married,primary,229,telephone,jul,2,unknown,0,7
56,entrepreneur,married,tertiary,51439,cellular,jul,1,unknown,0,7
28,services,married,secondary,510,cellular,jul,2,unknown,1,7
32,entrepreneur,divorced,secondary,252,cellular,jul,2,unknown,0,7
55,blue-collar,married,secondary,67,cellular,jul,2,unknown,0,7
31,self-employed,married,secondary,731,cellular,jul,1,unknown,0,7
35,admin.,divorced,secondary,148,cellular,jul,1,unknown,0,7
26,technician,single,secondary,68,cellular,jul,3,unknown,0,7
40,blue-collar,married,primary,143,cellular,jul,2,unknown,0,7
33,blue-collar,married,tertiary,870,cellular,jul,3,unknown,0,7
25,blue-collar,married,secondary,4280,cellular,jul,2,unknown,0,7
28,blue-collar,single,secondary,517,cellular,jul,1,unknown,1,7
41,admin.,married,secondary,120,cellular,jul,1,unknown,0,7
37,blue-collar,married,primary,33,cellular,jul,2,unknown,0,7
59,blue-collar,married,primary,3540,cellular,jul,1,unknown,0,7
57,admin.,married,secondary,2137,telephone,jul,7,unknown,0,7
34,self-employed,divorced,unknown,28,cellular,jul,1,unknown,0,7
54,management,married,tertiary,-547,cellular,jul,1,unknown,0,7
50,technician,married,primary,-315,cellular,jul,1,unknown,0,7
52,technician,married,secondary,786,cellular,jul,1,unknown,0,7
59,blue-collar,divorced,primary,1,cellular,jul,1,unknown,0,7
33,entrepreneur,divorced,tertiary,37,cellular,jul,1,unknown,1,7
53,services,divorced,primary,0,cellular,jul,1,unknown,0,7
26,management,single,tertiary,8303,cellular,jul,2,unknown,0,7
45,management,divorced,tertiary,854,cellular,jul,1,unknown,1,7
56,admin.,single,secondary,-273,cellular,jul,2,unknown,0,7
41,blue-collar,married,primary,-692,cellular,jul,2,unknown,0,7
35,self-employed,married,tertiary,28,cellular,jul,1,unknown,0,7
55,retired,married,secondary,971,cellular,jul,1,unknown,0,7
28,management,married,tertiary,3694,cellular,jul,2,unknown,0,7
60,retired,married,secondary,1141,cellular,jul,2,unknown,0,7
35,entrepreneur,single,tertiary,793,cellular,jul,1,unknown,0,7
51,retired,married,secondary,35,cellular,jul,4,unknown,0,7
36,services,married,secondary,30,cellular,jul,5,unknown,1,7
34,admin.,single,secondary,280,cellular,jul,2,unknown,0,7
33,services,single,secondary,0,cellular,jul,2,unknown,0,7
30,services,married,secondary,2261,cellular,jul,2,unknown,0,7
35,blue-collar,married,primary,46,cellular,jul,3,unknown,0,7
56,retired,married,secondary,307,cellular,jul,1,unknown,0,7
56,housemaid,married,primary,306,cellular,jul,1,unknown,0,7
49,admin.,married,secondary,13229,telephone,jul,2,unknown,0,7
41,technician,single,secondary,-3,cellular,jul,1,unknown,0,7
57,technician,married,primary,4442,cellular,jul,6,unknown,0,7
33,housemaid,married,primary,1,cellular,jul,1,unknown,0,7
29,blue-collar,married,secondary,-478,cellular,jul,2,unknown,0,7
36,unemployed,married,secondary,356,cellular,jul,1,unknown,0,7
29,technician,single,secondary,290,cellular,jul,1,unknown,0,7
45,services,married,secondary,1343,cellular,jul,1,unknown,0,7
26,blue-collar,single,secondary,81,cellular,jul,2,unknown,1,7
51,services,married,secondary,272,cellular,jul,1,unknown,0,7
46,blue-collar,divorced,primary,2775,cellular,jul,1,unknown,0,7
29,technician,single,secondary,359,cellular,jul,1,unknown,0,7
52,blue-collar,single,secondary,288,cellular,jul,2,unknown,0,7
45,admin.,married,secondary,3493,cellular,jul,1,unknown,0,7
30,admin.,single,secondary,1249,cellular,jul,4,unknown,0,7
33,services,married,secondary,0,cellular,jul,1,unknown,0,7
29,self-employed,single,tertiary,0,cellular,jul,1,unknown,0,7
36,unemployed,divorced,secondary,5,cellular,jul,1,unknown,0,7
60,retired,divorced,secondary,598,cellular,jul,1,unknown,0,7
35,services,single,primary,790,cellular,jul,1,unknown,0,7
33,management,single,tertiary,0,cellular,jul,1,unknown,0,7
36,services,married,primary,795,cellular,jul,2,unknown,0,7
28,blue-collar,married,secondary,1296,cellular,jul,5,unknown,0,7
39,housemaid,divorced,secondary,188,cellular,jul,1,unknown,0,7
36,technician,single,secondary,0,cellular,jul,1,unknown,0,7
43,services,married,secondary,-392,cellular,jul,1,unknown,0,7
47,technician,married,secondary,0,cellular,jul,1,unknown,0,7
25,services,single,secondary,628,cellular,jul,1,unknown,0,7
34,admin.,married,secondary,233,cellular,jul,1,unknown,0,7
60,management,married,secondary,725,cellular,jul,1,unknown,0,7
25,blue-collar,single,secondary,0,telephone,jul,1,unknown,0,7
52,management,married,unknown,414,cellular,jul,1,unknown,0,7
30,admin.,divorced,secondary,4,cellular,jul,3,unknown,0,7
38,housemaid,married,secondary,1508,cellular,jul,2,unknown,0,7
54,blue-collar,married,primary,175,cellular,jul,1,unknown,0,7
31,blue-collar,married,secondary,152,cellular,jul,1,unknown,1,7
29,services,single,secondary,-32,cellular,jul,1,unknown,0,7
37,blue-collar,divorced,secondary,277,cellular,jul,2,unknown,0,7
28,management,single,tertiary,882,cellular,jul,2,unknown,0,7
51,services,single,unknown,415,cellular,jul,2,unknown,0,7
55,technician,married,secondary,477,cellular,jul,1,unknown,0,7
52,blue-collar,married,secondary,380,cellular,jul,1,unknown,0,7
55,unemployed,married,secondary,-246,cellular,jul,2,unknown,0,7
25,admin.,married,secondary,142,cellular,jul,2,unknown,0,7
34,technician,single,secondary,-2,cellular,jul,1,unknown,0,7
59,management,married,tertiary,96,cellular,jul,1,unknown,0,7
28,admin.,single,secondary,-126,cellular,jul,4,unknown,0,7
58,blue-collar,married,secondary,279,cellular,jul,5,unknown,0,7
45,technician,divorced,secondary,146,cellular,jul,1,unknown,0,7
60,management,married,secondary,49,cellular,jul,2,unknown,0,7
29,services,single,secondary,9,cellular,jul,2,unknown,0,7
55,unemployed,married,primary,1221,cellular,jul,1,unknown,0,7
54,blue-collar,married,secondary,1063,cellular,jul,3,unknown,0,7
34,admin.,married,tertiary,434,cellular,jul,3,unknown,0,7
27,self-employed,single,tertiary,108,cellular,jul,2,unknown,0,7
50,blue-collar,married,secondary,1293,cellular,jul,1,unknown,0,7
38,blue-collar,single,secondary,10,cellular,jul,3,unknown,0,7
52,technician,married,secondary,3554,cellular,jul,1,unknown,0,7
59,retired,divorced,tertiary,439,cellular,jul,1,unknown,0,7
49,blue-collar,married,secondary,1838,cellular,jul,1,unknown,0,7
44,management,married,tertiary,0,cellular,jul,2,unknown,0,7
35,admin.,single,secondary,57,cellular,jul,2,unknown,0,7
28,management,single,unknown,81,cellular,jul,1,unknown,0,7
43,blue-collar,divorced,primary,328,cellular,jul,1,unknown,0,7
31,admin.,single,secondary,4,cellular,jul,1,unknown,0,7
42,entrepreneur,married,tertiary,2476,cellular,jul,1,unknown,0,7
28,management,single,tertiary,1252,cellular,jul,4,unknown,0,7
38,technician,married,secondary,0,cellular,jul,1,unknown,1,7
52,technician,married,secondary,0,cellular,jul,2,unknown,0,7
57,blue-collar,married,secondary,75,cellular,jul,8,unknown,0,7
30,blue-collar,married,primary,307,cellular,jul,2,unknown,0,7
27,services,single,secondary,167,cellular,jul,2,unknown,0,7
28,admin.,single,secondary,19,cellular,jul,4,unknown,0,7
31,management,married,secondary,-329,cellular,jul,3,unknown,0,7
32,blue-collar,divorced,secondary,-299,cellular,jul,2,unknown,0,7
40,management,married,tertiary,2840,cellular,jul,4,unknown,0,7
45,technician,married,secondary,1477,cellular,jul,1,unknown,0,7
38,admin.,single,secondary,0,cellular,jul,3,unknown,0,7
52,admin.,married,secondary,350,cellular,jul,2,unknown,0,7
56,blue-collar,single,secondary,663,cellular,jul,3,unknown,1,7
31,blue-collar,single,primary,485,cellular,jul,2,unknown,0,7
42,blue-collar,married,secondary,-29,cellular,jul,2,unknown,0,7
32,housemaid,married,primary,0,telephone,jul,3,unknown,0,7
35,services,married,secondary,629,cellular,jul,2,unknown,0,7
37,blue-collar,married,primary,89,telephone,jul,4,unknown,0,7
45,blue-collar,single,tertiary,-243,cellular,jul,2,unknown,0,7
58,management,married,tertiary,913,cellular,jul,6,unknown,0,7
30,self-employed,married,secondary,57,cellular,jul,2,unknown,0,7
48,admin.,married,secondary,-509,cellular,jul,3,unknown,0,7
28,technician,single,secondary,31,cellular,jul,2,unknown,0,7
54,blue-collar,married,primary,-16,telephone,jul,2,unknown,0,7
36,blue-collar,single,secondary,110,cellular,jul,2,unknown,0,7
41,blue-collar,single,secondary,-329,cellular,jul,3,unknown,0,7
25,technician,divorced,secondary,86,cellular,jul,2,unknown,0,7
33,services,single,secondary,969,telephone,jul,3,unknown,0,7
49,blue-collar,single,primary,1040,cellular,jul,2,unknown,0,7
39,admin.,married,secondary,7711,cellular,jul,1,unknown,0,7
30,technician,single,secondary,137,cellular,jul,2,unknown,0,7
59,retired,married,primary,468,telephone,jul,1,unknown,0,7
54,technician,married,tertiary,758,cellular,jul,1,unknown,0,7
57,management,married,tertiary,5,cellular,jul,1,unknown,0,7
60,management,married,tertiary,0,cellular,jul,1,unknown,0,7
32,admin.,married,secondary,-1,cellular,jul,2,unknown,0,7
29,management,single,tertiary,640,cellular,jul,2,unknown,0,7
27,blue-collar,married,secondary,-59,cellular,jul,3,unknown,0,7
26,admin.,single,secondary,102,cellular,jul,2,unknown,1,7
41,blue-collar,married,primary,17,cellular,jul,3,unknown,0,7
26,technician,single,secondary,0,cellular,jul,2,unknown,0,7
40,admin.,married,secondary,1011,cellular,jul,12,unknown,0,7
26,technician,married,secondary,370,cellular,jul,4,unknown,1,7
47,technician,married,secondary,-107,cellular,jul,2,unknown,0,7
36,management,married,tertiary,2309,cellular,jul,2,unknown,0,7
57,blue-collar,married,primary,0,cellular,jul,3,unknown,0,7
51,technician,married,secondary,313,cellular,jul,1,unknown,0,7
60,management,married,secondary,164,cellular,jul,1,unknown,0,7
41,blue-collar,divorced,unknown,19,cellular,jul,5,unknown,0,7
26,blue-collar,single,secondary,-128,cellular,jul,2,unknown,0,7
34,blue-collar,married,secondary,123,cellular,jul,3,unknown,0,7
29,admin.,single,secondary,-37,cellular,jul,35,unknown,0,7
54,housemaid,married,primary,8,telephone,jul,2,unknown,0,7
27,management,married,tertiary,5262,cellular,jul,9,unknown,0,7
35,retired,married,primary,329,cellular,jul,3,unknown,0,7
59,management,married,tertiary,1726,cellular,jul,3,unknown,0,7
30,technician,single,secondary,77,cellular,jul,4,unknown,0,7
25,blue-collar,single,secondary,189,cellular,jul,2,unknown,1,7
47,blue-collar,married,primary,-406,telephone,jul,5,unknown,0,7
27,services,married,secondary,202,telephone,jul,2,unknown,0,7
45,admin.,divorced,unknown,857,telephone,jul,7,unknown,0,7
28,blue-collar,married,primary,420,telephone,jul,3,unknown,0,7
45,admin.,married,secondary,0,cellular,jul,1,unknown,0,7
36,management,single,tertiary,-74,cellular,jul,2,unknown,0,7
37,blue-collar,married,secondary,128,telephone,jul,3,unknown,0,7
32,management,single,tertiary,191,cellular,jul,4,unknown,0,7
44,blue-collar,married,primary,1139,cellular,jul,2,unknown,0,7
27,admin.,single,secondary,-110,cellular,jul,2,unknown,0,7
25,blue-collar,single,secondary,224,telephone,jul,4,unknown,0,7
30,services,single,secondary,245,cellular,jul,2,unknown,0,7
26,housemaid,married,primary,158,cellular,jul,4,unknown,0,7
39,self-employed,married,primary,1551,telephone,jul,7,unknown,0,7
27,services,single,secondary,-151,cellular,jul,2,unknown,0,7
41,blue-collar,married,primary,-516,telephone,jul,3,unknown,0,7
28,entrepreneur,single,tertiary,283,cellular,jul,3,unknown,0,7
42,services,married,secondary,-1,cellular,jul,2,unknown,0,7
41,blue-collar,married,secondary,97,cellular,jul,2,unknown,0,7
26,blue-collar,single,primary,16,cellular,jul,2,unknown,0,7
29,technician,single,tertiary,313,cellular,jul,2,unknown,0,7
44,self-employed,married,secondary,5068,cellular,jul,2,unknown,0,7
55,admin.,married,secondary,859,telephone,jul,1,unknown,0,7
49,technician,married,secondary,0,cellular,jul,3,unknown,0,7
34,blue-collar,married,primary,567,cellular,jul,3,unknown,0,7
27,admin.,single,secondary,13,telephone,jul,1,unknown,0,7
56,blue-collar,married,secondary,339,telephone,jul,3,unknown,0,7
60,housemaid,married,secondary,874,cellular,jul,3,unknown,0,7
59,retired,married,primary,21,telephone,jul,3,unknown,0,7
59,admin.,married,secondary,302,cellular,jul,2,unknown,0,7
32,services,married,secondary,61,cellular,jul,5,unknown,0,7
28,blue-collar,married,primary,-469,cellular,jul,3,unknown,0,7
58,management,married,tertiary,136,cellular,jul,1,unknown,0,7
41,blue-collar,married,secondary,232,telephone,jul,3,unknown,0,7
49,technician,married,secondary,177,cellular,jul,1,unknown,0,7
47,management,married,tertiary,1890,cellular,jul,1,unknown,0,7
43,technician,married,secondary,48,cellular,jul,1,unknown,0,7
46,admin.,married,secondary,-121,cellular,jul,4,unknown,0,7
56,technician,married,secondary,61,cellular,jul,1,unknown,0,7
33,management,married,tertiary,6,cellular,jul,1,unknown,0,7
52,management,married,secondary,4873,cellular,jul,9,unknown,0,7
34,admin.,divorced,secondary,145,cellular,jul,5,unknown,0,7
32,blue-collar,married,secondary,4,cellular,jul,1,unknown,0,7
32,blue-collar,single,secondary,123,cellular,jul,4,unknown,0,7
30,blue-collar,married,primary,374,cellular,jul,2,unknown,0,7
47,blue-collar,married,secondary,125,cellular,jul,2,unknown,0,7
49,services,married,secondary,884,telephone,jul,3,unknown,0,7
57,services,married,tertiary,10,telephone,jul,3,unknown,0,7
42,admin.,married,secondary,0,cellular,jul,1,unknown,0,7
52,retired,married,secondary,49,telephone,jul,5,unknown,0,7
38,self-employed,married,primary,618,cellular,jul,1,unknown,0,7
27,management,single,tertiary,154,cellular,jul,1,unknown,0,7
32,management,single,tertiary,611,cellular,jul,1,unknown,0,7
41,services,divorced,secondary,0,cellular,jul,1,unknown,0,7
36,blue-collar,married,secondary,199,cellular,jul,1,unknown,0,7
43,management,divorced,tertiary,0,cellular,jul,1,unknown,0,7
58,retired,married,tertiary,941,cellular,jul,1,unknown,0,7
34,blue-collar,married,secondary,1,cellular,jul,1,unknown,0,7
40,admin.,married,secondary,275,cellular,jul,1,unknown,0,7
38,blue-collar,married,secondary,121,cellular,jul,2,unknown,0,7
34,services,married,primary,31,cellular,jul,3,unknown,0,7
44,technician,married,tertiary,-948,cellular,jul,2,unknown,0,7
44,management,married,tertiary,773,cellular,jul,1,unknown,0,7
47,services,married,secondary,0,telephone,jul,1,unknown,0,7
31,services,married,secondary,1,cellular,jul,1,unknown,0,7
41,technician,married,secondary,112,cellular,jul,1,unknown,0,7
57,technician,married,secondary,950,cellular,jul,1,unknown,0,7
53,technician,married,tertiary,673,cellular,jul,1,unknown,0,7
